Index_Close,Oil_Close
60.810001,64.43
60.77,64.64
61.110001,64.61
60.889999,66.03
60.759998,66.8
62.23,66.73
62.91,66.65
61.889999,67.85
62.259998,68.73
61.610001,68.01
61.41,68.48
63.049999,69.08
63.189999,69.79
62.939999,70.36
62.02,69.64
62.360001,70.31
61.279999,69.4
59.720001,69.19
59.599998,69.48
59.959999,68.56
57.700001,69.32
55.490002,69.81
56.119999,69.91
54.889999,71.08
52.810001,70.08
52.66,68.41
53.709999,67.78
53.32,67.78
54.630001,68.6
54.470001,67.45
54.189999,67.69
54.07,66.75
52.959999,65.74
53.779999,64.26
54.959999,63.04
55.080002,62.2
54.16,61.94
52.790001,62.29
52.889999,62.86
53.459999,64.3
54.240002,64.95
54.200001,64.68
53.889999,64.81
54.009998,66.12
55.07,67.04
55.009998,67.96
54.66,67.59
54.41,66.08
53.779999,64.23
54.18,64.26
53.130001,65.78
53.700001,65.67
55.580002,65.09
54.48,63.87
54.099998,65.19
55.150002,64.53
54.25,64.2
53.049999,63.61
54.41,63.67
52.950001,64.68
53.950001,64.82
53.970001,66
55.040001,68.15
53.98,68.98
54.099998,69.03
56.18,68.81
57.07,68.63
57.080002,68.13
57.759998,69.02
58.330002,69.02
58.619999,66.04
59.73,66.54
59.599998,66.51
59.400002,68.19
59.75,70.67
59.099998,72.74
59.740002,71.44
60.639999,73.18
60.049999,72.05
60.360001,71.71
59.98,73.73
60.169998,74.85
59.75,74.62
60.259998,74.54
60.389999,75.86
60.91,73.79
62.110001,75.39
62.330002,75.33
62.139999,75.92
62.669998,74.85
62.889999,73.14
63.400002,73.45
64.459999,74.75
64.040001,74.16
64.610001,77.6
63.689999,77.59
63.43,77.37
62.48,78.17
60.889999,78.94
60.77,78.19
62.560001,80.09
62.009998,78.38
62.259998,78.34
61.41,80.42
61.209999,78.69
61.389999,78.9
62.48,76.6
62.189999,74.51
62.580002,75.89
62.439999,76.45
62.43,74.54
61.939999,73.41
60.169998,72.91
61.18,73.23
61.330002,75.23
61.900002,75.11
60.549999,74.58
61.869999,74.86
60.360001,75.07
61.41,74.77
62.189999,72.02
62.07,74.87
62.389999,74.92
61.279999,74.25
61.830002,72.87
61.75,73.67
62.57,72.82
63.669998,73.58
63.869999,76.09
62.490002,76.26
62.389999,77.44
62.779999,76.71
61.880001,75.87
61.66,76.99
61.669998,77.09
61.93,74.98
61.619999,77.08
61.34,77.8
61.91,75.35
62.459999,72.11
63.279999,74.11
63.029999,71.03
63.790001,70.87
63.43,70.52
62.759998,71.94
62.57,71.99
61.860001,73.45
62.369999,73.53
62.650002,73.67
62.07,74.51
61.32,74.84
61.779999,74.99
60.869999,74.16
61.240002,72.28
58.91,72.95
59.169998,72.48
59.330002,72.51
59.860001,72.31
60.43,70.71
61.189999,70.55
61.02,71
61.450001,70.62
61.84,70.77
61.540001,68.38
62.060001,69.21
62.009998,70.14
61.549999,71.11
61.029999,71.65
60.759998,72.96
59.560001,73.73
59.290001,74.41
59.290001,74.41
60.09,75.91
60.509998,76.07
60.41,77.05
60.689999,76.94
60.619999,77.81
61.25,77.51
61.41,76.68
61.25,75.67
61.709999,75.55
62.360001,76.77
62.75,78.22
62.080002,80.02
62.119999,77.66
62.130001,77.87
62.869999,78.22
62.740002,79.25
63.599998,79.43
63.23,79.03
63.209999,78.9
63.080002,80.89
63.779999,82.21
61.200001,81.87
59.450001,81.54
59.880001,82.72
59.610001,84.94
60.220001,85.63
59.470001,85.45
58.830002,86.07
58.150002,85.12
57.369999,84.22
55.68,85.16
53.07,83.82
53.580002,81.35
52.950001,80.71
51.650002,80.91
53.009998,80.53
53.32,79.91
53.959999,80.3
53.220001,80.38
54.470001,80.45
54.57,78.67
55.619999,77.34
54.259998,77.3
54.139999,77.4
52.59,77.56
51.360001,75.68
51.330002,74.84
52.290001,71.25
52.650002,71.11
52.5,72.68
50.450001,70.64
51.450001,70.1
49.66,69.29
50.52,69.01
50.110001,69.81
50.799999,65.45
51.150002,64.88
50.830002,65.61
52.009998,65.29
50.419998,64.14
49.200001,61.5
48.950001,61.65
47.84,61.11
47.759998,57.69
48.330002,59.7
48.16,59.58
46.700001,57.97
45.720001,58.29
44.700001,57.71
44.169998,60.17
42.880001,61.22
42.349998,61.4
40.290001,57.83
43.169998,61.71
43.23,60.29
42.900002,59.73
43.139999,59.94
44.09,59.03
43.830002,58.56
45.669998,57.59
46.610001,55.26
47.23,55.6
48.16,52.84
48.5,51.93
48.259998,51.49
48.299999,50.57
48.549999,54.06
48.59,53.23
49.150002,55.64
50.130001,57.1
48.75,56.91
48.110001,59.46
48.490002,60.47
49.389999,59.24
48.82,58.8
49.09,58.65
49.939999,59.81
49.790001,59.85
50.209999,62.04
50.509998,62.18
50.349998,60.9
49.959999,61.05
48.240002,61.09
47.869999,61.49
48.41,59.71
48.830002,60.98
49.709999,61.89
50.139999,62.46
50.98,61.86
51.150002,62.26
51.360001,61.67
50.240002,62.22
50.360001,61.01
50.490002,61.37
50.18,61.3
50.279999,62.58
49.639999,63.27
50.599998,64
50.650002,65.65
50.360001,66.41
49.48,65.86
48.950001,66.82
47.73,66.91
48.639999,66.91
49.240002,64.02
49.849998,64.51
50.07,65.55
50.009998,65.03
50.709999,63.71
50.509998,64.44
51.279999,64.24
51.630001,64.51
49.849998,64.82
50.060001,65.66
50.869999,65.06
50.52,65.33
50.869999,65.89
50.650002,66.18
51.380001,66.11
50.849998,66.65
50.209999,67.13
50.580002,68.35
51.849998,68.3
52.029999,66.29
51.220001,67.37
51.759998,67.51
51.669998,67.35
53.07,66.08
52.66,67.93
53.009998,69.08
53.009998,69.68
52.740002,69.21
54,69.8
53.889999,69.93
53.189999,71.12
52.810001,71.02
52.360001,71.63
52.330002,71.3
51.779999,71.57
50.5,70.9
49.540001,70.74
50.139999,71.14
50.049999,70.71
49.529999,70.71
49.639999,74.39
49.450001,73.59
49.529999,74.94
48.5,71.03
49.43,71.22
49.66,72.19
50.119999,72.01
49.43,70.56
49.419998,71.95
50.240002,71.95
49.02,70.98
46.970001,71.09
46.84,70.61
46.43,71.63
46.16,72.35
45.41,72.53
44.599998,73.09
45.099998,74.7
45.82,73.94
45.150002,73.21
45.779999,72.94
45.98,71.94
46.02,68.37
46.25,67.98
45.290001,70.19
46.049999,70.64
45.400002,69.55
45.950001,66.78
46.709999,63.16
46.689999,63.56
48.02,62.14
48.299999,62.77
47.459999,64.1
47.130001,64.31
48.099998,63.56
47.880001,61.66
48.549999,63.28
48.610001,63.13
47.52,62.56
47.73,63.35
47.950001,62.85
47.82,65.44
47.889999,65.99
48.639999,65.16
48.599998,66.24
48.900002,66.85
48.049999,66.78
47.459999,67.52
46.610001,65.1
46.689999,62.72
47.080002,63.53
47.369999,63.62
47.52,64.23
47.880001,64.89
47.080002,64.3
46.919998,66.41
46.369999,67.64
47.540001,66.65
47.66,66.86
46.18,65.87
45.490002,63.67
43.759998,60.7
43.5,61.04
43.189999,61.96
44.34,62.28
43.790001,63.83
43.099998,63.47
43.560001,62.46
41.5,62.29
41.32,62.55
42.07,64.07
43.279999,62.9
42.759998,61.12
42.939999,59.32
42.799999,58.63
41.07,55.03
41.18,56.29
40.939999,57.37
41.82,57.13
42.650002,59.9
42.689999,57.86
42.419998,57.37
43.139999,59
43.919998,59.79
43.990002,59.03
45.43,60.6
45.75,59.81
45.959999,58.64
45.34,58.64
45.880001,58.44
48.240002,60.42
46.939999,60.59
46.619999,61.04
46.32,58.55
46.439999,57.93
46.25,60.68
45.110001,62.7
45.16,61.28
44.709999,63.99
44.740002,64.67
44.380001,63.02
43.32,60.76
42.25,61.25
43,68.42
43.040001,65.59
42.459999,64.29
41.549999,64.25
41.880001,65.23
42.439999,64.66
43.200001,64.13
43.110001,62.41
43.259998,62.08
42.66,62.48
42.619999,60.99
42.380001,60.06
43.16,57.92
43.919998,58.01
44.360001,59.13
44.02,59.46
44.450001,58.14
44.099998,59.7
44.580002,59.08
43.259998,60.59
43.009998,58.81
44.459999,59.19
45.84,59.3
45.790001,59.35
44.59,59.96
45.119999,58.95
45.290001,60.5
44.939999,60.52
44.66,61.71
44.240002,62.06
44.169998,60.39
44.689999,61.05
43.93,60.22
43.23,59.3
43.73,60.17
44.360001,62.52
44.259998,62.72
44.619999,62.11
43.84,62.6
44.209999,62
43.619999,62.58
43.560001,62.19
42.580002,62.27
43.52,62.46
43.259998,63.32
44.400002,62.82
44.330002,62.37
44.57,63.8
44.709999,64.99
45.73,64.83
45.330002,64.67
46.110001,64.82
46.279999,65.03
46.549999,64.68
46.689999,64.5
47.110001,63.2
47.869999,62.95
47.889999,65.25
47.889999,65.67
47.560001,66.5
47.43,66.44
47.869999,66.57
48.009998,65.37
48.119999,66.67
48.610001,67.44
49.029999,68.04
48,68.99
48.360001,69.12
48.130001,69.7
47.939999,68.66
48.25,67.49
47.75,69.26
47.860001,69.26
47.509998,68.91
46.459999,68.3
45.740002,67.77
45.450001,67.05
44.75,69.08
43.200001,70.25
43.459999,68.74
42.84,67.31
43.080002,66.58
42.02,66.77
41.630001,64.14
42.099998,64.45
43.77,63.29
43.279999,64.63
42.919998,64.05
42.459999,64.63
42.990002,63.66
43.619999,62.11
43.400002,61.26
43.02,59.34
42.689999,58.54
43.509998,59.37
43.610001,59.46
42.950001,57.72
40.689999,57.77
38.650002,54
37.439999,53.9
35.439999,55.36
35.84,55.18
36.689999,54.53
35.740002,53.39
36.099998,54
34.700001,55.54
31.870001,56.34
23.469999,57.37
24.92,57.83
22.889999,57.35
19.940001,59.72
22.290001,59.57
19.129999,58.6
19.059999,56.71
16.75,55.29
17.84,54.96
18.02,52.19
16.9,51.31
19.5,52.52
20.16,52.24
21.17,51.86
19.799999,51.29
19.6,45.6
20.01,35.33
18.92,35.57
20.57,34.45
20.559999,31.02
21.67,32.25
22.299999,27.98
23.870001,27.97
23.85,22.79
23.76,23.98
23.67,25.55
22.52,23.75
21.42,24.5
23.780001,25.62
23.309999,23.55
22.98,22.39
23.92,19.19
24.639999,14.85
24.690001,14.97
25.059999,20.24
25.82,24.33
28.709999,22.58
28.040001,22.1
25.879999,25.22
26.950001,20.23
26.59,21.74
25.91,19.8
26.58,18.69
28.15,19.75
27.52,17.36
27.200001,9.12
25.59,13.77
25.809999,15.06
25.809999,15.87
28.49,15.17
27.530001,15.6
28.66,17.86
28.309999,18.11
28.18,18.49
29,20.4
29.42,25.46
28.5,24.2
27.83,24.23
28.620001,25.53
29.59,26.67
30.549999,27.89
30.709999,29.87
33.73,30.95
36.16,33.3
34.189999,33.06
32.189999,34.76
28.67,34.78
29.620001,33.8
29.92,33.95
30.83,32.73
29.620001,33.98
30.01,34.15
29.610001,36.74
29.360001,37.72
29.35,37.98
27.43,38.41
28.040001,41
27.01,39.66
27.299999,40.45
28.059999,41.18
27.290001,37.76
27.75,38.54
27.889999,39.44
26.76,40.75
26.82,40.47
25.360001,41.75
26.200001,42.33
25.889999,43.2
26.9,42.72
27.690001,40.4
27.610001,41.18
27.18,40.97
26.969999,41.58
28.75,41.64
28.42,42.18
28.42,43.19
28.25,42.92
27.940001,42.73
27.370001,43.28
28.139999,43.67
27.5,42.35
27.450001,43.27
27.52,42.85
28.17,42.97
28.719999,43.96
28.23,43.71
28.42,43.53
29.440001,43.3
29.190001,44.31
29.59,43.98
28.959999,42.96
29.35,43.29
29.049999,43.39
28.58,43.11
28.299999,43.51
27.57,42.98
27.16,43.13
27.9,43.76
27.799999,43.99
27.08,44.92
27.280001,45.04
27.77,44.07
27.190001,44.19
26.950001,43.68
26.74,45.09
26.549999,44.87
26.530001,44.86
25.23,44.91
25.41,45.34
24.25,45.21
24.389999,44.56
24.790001,43.94
24.65,44.43
25.780001,46.01
25.860001,45.79
25.620001,44.84
24.200001,45.22
24.129999,45.72
22.85,42.7
22.91,42.72
22.610001,41.1
23.25,40.67
22.68,38.53
22.51,39.98
21.75,39.27
22.16,38.8
22.92,38.57
22.43,39.54
22.780001,41.23
23.709999,42.35
23.34,42.16
23.370001,40.37
22.9,40.84
23.16,41.09
23.549999,41.24
22.809999,40.91
22.309999,41.59
22.76,40.33
22.309999,40.3
23.120001,39.75
23.110001,38
22.049999,39.78
21.75,41.27
20.65,40.62
21.25,42
21.450001,41.63
22.35,40.5
22.24,41.34
22.34,41.81
22.34,41.61
21.66,41.34
25.41,41.29
25.99,41.62
25.719999,40.09
24.790001,41.28
25.950001,40.71
27.68,39.06
28.120001,39.72
27.57,37.86
28.139999,36.56
27.950001,36.33
30.290001,37.78
31.870001,38.17
31.27,39.68
30.809999,39.47
29.01,38.08
29.129999,40.93
30.120001,42.25
30.74,42.5
32.98,42.16
32.169998,41.51
32.610001,42.71
32.790001,42.54
33.970001,42.91
33.389999,43.09
32.09,43.79
32.939999,45
32.700001,46.63
32.450001,47.3
31.889999,46.32
30.959999,46.88
30.389999,46.84
31.379999,47.03
31.07,47.8
30.83,48.37
30.620001,49.1
31.389999,48.63
31.09,48.84
31.18,48.81
32.860001,50.33
33.889999,50.01
34.580002,50.27
34.279999,50.77
34.759998,50.83
36.610001,51.2
35.900002,52.17
37.07,50.61
35.580002,49.88
36.150002,51.05
36,50.88
34.869999,50.88
34.759998,50.44
34.23,50.74
33.5,51.22
33.139999,50.37
33.439999,53.16
32.400002,53.8
32.66,53.7
32.98,55.51
34.689999,54.84
35.009998,55.98
34.84,55.52
36.529999,55.76
35.990002,54.8
36.869999,54.21
36.27,55.38
37,55.66
38.060001,55.68
38.400002,55.22
37.220001,55.44
38.18,55.26
39.529999,55.07
40.34,54.87
41.880001,55.25
40.91,56.42
40.07,57.62
41.07,58.61
40.720001,58.98
41.400002,59.48
42.41,60.17
44.32,60.74
44.200001,61.17
42.799999,61.09
43.91,62.47
44.299999,63.58
44.150002,63.96
43.950001,65.02
42.389999,64.09
42.91,62.84
40.619999,64.73
40.860001,65.16
40.119999,66.85
39.169998,66.69
40.16,65.86
40.32,64.56
41.470001,63.17
40.75,64.7
40.490002,67.32
40.27,69.95
41.779999,68
40.41,67.03
40.330002,67.53
40.470001,69.34
39.869999,68.87
39.490002,68.78
39.119999,67.95
38.990002,67.73
40.209999,62.11
39.860001,64
39.380001,63.89
39.360001,59.96
38.16,63.7
38.66,61.21
38.279999,63.77
38.779999,64.06
39.200001,63.28
39.68,63.52
41.349998,63.85
41.700001,61.47
40.759998,61.86
42.040001,62.09
41.849998,61.89
43.209999,62.38
43.369999,62.83
44.380001,66.11
44.299999,66.13
43.360001,65.98
43.470001,66.54
42.740002,65.34
44.389999,64.02
45.580002,65.07
44.66,65.75
43.549999,65.5
43.360001,66.25
43.419998,67.08
43.740002,68.26
42.790001,67.73
43.27,68.91
43.599998,69.71
43.57,68.62
45.75,68.73
46.799999,68.61
46.889999,68.83
47.119999,69.62
46.990002,67.36
47.189999,69.24
46.75,69.62
46.540001,69.01
46.509998,66.88
46.130001,65.18
46.950001,66.72
46.689999,68.59
44.68,68.8
43.43,68.93
45.380001,69.43
45.509998,69.36
45.5,70.03
46.02,70.6
46.400002,70.71
44.619999,71.3
44.450001,70.89
45.290001,71.39
46.349998,71.31
46.150002,71.65
44.310001,72.05
43.48,72.27
43.25,73.38
44.330002,73.88
44.299999,72.92
43.919998,73.1
42.220001,74.49
41.369999,74.92
40.23,75.22
38.59,75.95
39.23,76.45
40.73,74.78
40.220001,75.38
40.009998,76.94
41.060001,76.69
40.5,77.51
41.049999,78.34
41.360001,75.81
40.639999,74.31
40.16,75.07
41.040001,77.14
39.610001,76.77
40.369999,77.5
40.779999,75.74
40.16,74.53
40.959999,74.46
41.349998,69.33
41.310001,70.03
40.549999,72.54
39.57,74.25
39.09,74.86
38.349998,74.79
37.220001,74.87
37.389999,75.09
38.950001,76.3
39.880001,77.72
40.32,73.91
39.630001,73.24
41.060001,70.99
40.529999,72.14
40.529999,71.02
39.799999,69.65
41.029999,71.14
40.779999,71.99
40.549999,71.79
39.939999,70.9
40.110001,70.07
40.110001,69.4
41.549999,68.61
40.919998,66.8
42.82,65.51
42.310001,69.07
41.959999,71.21
40.16,72.12
40.25,70.42
41.669998,72.26
43.369999,73.45
43.740002,71.99
45.700001,73.56
45.650002,73.07
45.700001,72.43
45.130001,71.52
46.57,72.36
47.639999,71.32
48.029999,72.44
47.540001,72.97
48,73.05
49.73,74.84
49.700001,75.14
49.799999,74.64
49.639999,73.59
50.330002,73.65
50.490002,75.5
50.639999,76.44
51.009998,77.42
51.380001,78.85
50.32,78.3
50.950001,77.86
51.720001,77.81
51.869999,79.4
50.119999,81.44
50.490002,82.72
49.810001,81.39
50.98,82.34
50.610001,82.17
50.27,83.75
50.32,83.53
51.060001,83.53
51.619999,83.86
51.560001,84.67
49.82,84.13
50.16,85.02
50.099998,85.76
50.349998,84.58
50.330002,85.43
49.130001,84.85
49.029999,85.11
46.919998,84.12
47.84,83.4
49.619999,83.1
50.25,84.51
47.790001,84.42
48.220001,81.1
46.939999,80.15
46.189999,82.43
47.650002,83.22
47.18,84.52
47.950001,82.91
49.470001,83.4
49.41,82.9
48.73,81.94
49.209999,82.85
47.560001,80.67
47.110001,82.45
46.970001,80.24
47.240002,80.97
46.310001,83.43
45.150002,82.37
46.799999,82.05
47.09,72.37
47.119999,73.34
48.400002,70.86
48.419998,69.53
48.130001,70.56
47.700001,70.71
47.77,73.38
49.439999,75.54
51.439999,75.94
50.950001,74.1
52.349998,74.98
53.119999,74.12
52.84,73.37
54.790001,73.71
55.119999,74.64
54.790001,72.97
56.34,70.51
56.150002,72.85
55.52,74.69
54.630001,76.26
53.389999,75.24
53.73,78.63
56.16,78.61
56.150002,77.24
56.560001,78.25
56.689999,79.39
56.860001,80.6
58.439999,81.99
58.869999,82.28
58.330002,81.56
59.25,84.98
59.779999,85.83
58.439999,85.8
59.18,87.17
59.029999,87.82
61,88.83
59.209999,89.64
58.490002,89.75
59.209999,89.75
59.18,87.74
58.790001,89.49
57.669998,91.22
58.220001,90.7
57.799999,91.47
59.259998,92.35
61.119999,90.24
61.310001,91.43
62.73,92.99
62.740002,96.86
64.790001,97.28
65.160004,96.07
65.540001,94.95
64.019997,96.37
66.129997,97.5
65.300003,101.66
63.169998,98.43
61.549999,97.44
61.290001,95.28
64.080002,96.18
64.010002,98.95
66.360001,98.73
65.849998,99.29
67.160004,101.29
67.330002,98.56
69.040001,103.08
69.040001,110.93
